timestamp_ns,timestamp_sec,leg_front_r_2,leg_front_l_1,leg_front_l_2,leg_front_r_1,leg_front_l_3,leg_front_r_3,leg_back_r_1,leg_back_r_3,leg_back_l_1,leg_back_r_2,leg_back_l_2,leg_back_l_3
1761180464891491774,1761180464.891492,-0.40397827148437493,0.2621142578125,0.4043597412109375,-0.2663104248046875,-0.6981744384765625,0.7050399398803711,-0.4089829635620117,0.47272296905517575,0.4734523010253906,1.2092819976806641,-1.1326056289672852,-0.6054753875732422
1761180464927053650,1761180464.9270535,-0.40397827148437493,0.2621142578125,0.4043597412109375,-0.2663104248046875,-0.6981744384765625,0.7050399398803711,-0.3887650680541992,0.38078685760498043,0.4501826477050781,1.2363663482666016,-1.1665573883056641,-0.5261287307739257
1761180464961228322,1761180464.9612284,-0.40397827148437493,0.2621142578125,0.4043597412109375,-0.2663104248046875,-0.6981744384765625,0.7050399398803711,-0.3681647491455078,0.287707290649414,0.4261500549316406,1.2581101226806641,-1.1974564361572266,-0.44182296752929684
1761180464997366671,1761180464.9973667,-0.40397827148437493,0.2621142578125,0.4043597412109375,-0.2663104248046875,-0.6981744384765625,0.7054214096069336,-0.3494727325439453,0.17898651123046871,0.3963944625854492,1.282143669128418,-1.231789665222168,-0.3361539459228515
1761180465036281005,1761180465.036281,-0.40397827148437493,0.2621142578125,0.4043597412109375,-0.2663104248046875,-0.6981744384765625,0.7058028793334961,-0.3345954132080078,0.0660695648193359,0.3735062789916992,1.2977839279174805,-1.2611628341674805,-0.20874114990234371
1761180465071349690,1761180465.0713499,-0.40397827148437493,0.2621142578125,0.4043597412109375,-0.2663104248046875,-0.6981744384765625,0.7050399398803711,-0.3231513214111328,-0.031206169128418004,0.3563401412963867,1.3069392013549805,-1.283289031982422,-0.1068868255615234
1761180465111528416,1761180465.1115284,-0.40397827148437493,0.2621142578125,0.4043597412109375,-0.2663104248046875,-0.6981744384765625,0.7050399398803711,-0.3105628204345703,-0.13267902374267582,0.3384101104736328,1.321816520690918,-1.3035069274902344,0.01251510620117191
1761180465147653308,1761180465.1476533,-0.40397827148437493,0.2621142578125,0.4043597412109375,-0.2663104248046875,-0.6981744384765625,0.7050399398803711,-0.3063656997680664,-0.23338893890380863,0.3284918975830078,1.3317356872558594,-1.312280731201172,0.12924579620361332
1761180465182082076,1761180465.182082,-0.40397827148437493,0.2621142578125,0.4043597412109375,-0.2663104248046875,-0.6981744384765625,0.7050399398803711,-0.2998807144165039,-0.37071994781494144,0.3143775177001953,1.3340245056152344,-1.329065399169922,0.28069213867187504
1761180465218618704,1761180465.2186186,-0.40397827148437493,0.2621142578125,0.4043597412109375,-0.2663104248046875,-0.6981744384765625,0.7050399398803711,-0.2945401382446289,-0.47486309051513675,0.3071295928955078,1.340509490966797,-1.3386021423339844,0.39818672180175785
